ds,method,split_number,normalized
16_mhm,KNN,1,0.592612149017809
16_mhm,KNN,2,0.6702204621110676
16_mhm,KNN,3,0.7250140466006713
16_mhm,KNN,4,0.6578874778703822
16_mhm,KNN,5,0.6553845618383892
16_mhm,KNN,6,0.6908470774670025
16_mhm,KNN,7,0.7068597353032298
16_mhm,KNN,8,0.6619187119573934
16_mhm,KNN,9,0.6377131276372996
16_mhm,RandomForest,0,0.9090785945678832
16_mhm,RandomForest,1,0.9781026917377609
16_mhm,RandomForest,2,0.9764862341863405
16_mhm,RandomForest,3,0.9616140047016597
16_mhm,RandomForest,4,0.9464770128098206
16_mhm,RandomForest,5,0.9558225155157728
16_mhm,RandomForest,6,0.9849719292514609
16_mhm,RandomForest,7,0.9355426979235202
16_mhm,RandomForest,8,0.9591474045377332
16_mhm,RandomForest,9,0.9532099026314298
16_mhm,SVR,0,0.14271584199173756
16_mhm,SVR,1,0.13880644487653213
16_mhm,SVR,2,0.1326017890779878
16_mhm,SVR,3,0.27073353096766295
16_mhm,SVR,4,0.22683668344916655
16_mhm,SVR,5,0.20073938147479498
16_mhm,SVR,6,0.16185480546225475
16_mhm,SVR,7,0.29405008867865856
16_mhm,SVR,8,0.22303282600866506
16_mhm,SVR,9,0.13371200980002676
16_mhm,MLP,0,0.0
16_mhm,MLP,1,0.0
16_mhm,MLP,2,0.0
16_mhm,MLP,3,0.0
16_mhm,MLP,4,0.0
16_mhm,MLP,5,0.0
16_mhm,MLP,6,0.0
16_mhm,MLP,7,0.0
16_mhm,MLP,8,0.0
16_mhm,MLP,9,0.0
16_mhm,XGBoost,0,0.9552334214543391
16_mhm,XGBoost,1,0.9724796724697938
16_mhm,XGBoost,2,0.9805496213274375
16_mhm,XGBoost,3,0.9543923243006825
16_mhm,XGBoost,4,0.96813876063737
16_mhm,XGBoost,5,0.9703185005578523
16_mhm,XGBoost,6,0.9893886550875962
16_mhm,XGBoost,7,0.9550156083138129
16_mhm,XGBoost,8,0.9616928305912439
16_mhm,XGBoost,9,0.9583155949213928
16_mhm,LightGBM,0,0.9744730245255664
16_mhm,LightGBM,1,0.9906783600975997
16_mhm,LightGBM,2,0.9886771790278787
16_mhm,LightGBM,3,0.975935696428431
16_mhm,LightGBM,4,0.9781577776124852
16_mhm,LightGBM,5,0.9984991890215537
16_mhm,LightGBM,6,0.9784380733274515
16_mhm,LightGBM,7,0.9693477566999156
16_mhm,LightGBM,8,0.981407769839565
16_mhm,LightGBM,9,0.9893062912801434
16_mhm,CatBoost,0,0.9825685345253219
16_mhm,CatBoost,1,0.993708712563517
16_mhm,CatBoost,2,1.0
16_mhm,CatBoost,3,0.9832378359075956
16_mhm,CatBoost,4,0.9956654726716668
16_mhm,CatBoost,5,0.9965541245626214
16_mhm,CatBoost,6,0.9892289562036576
16_mhm,CatBoost,7,0.9778781191713427
16_mhm,CatBoost,8,0.9861506741494107
16_mhm,CatBoost,9,0.9984791935085862
16_mhm,TabPFNReg,0,1.0
16_mhm,TabPFNReg,1,1.0
16_mhm,TabPFNReg,2,0.988809942883255
16_mhm,TabPFNReg,3,1.0
16_mhm,TabPFNReg,4,1.0
16_mhm,TabPFNReg,5,1.0
16_mhm,TabPFNReg,6,1.0
16_mhm,TabPFNReg,7,1.0
16_mhm,TabPFNReg,8,1.0
16_mhm,TabPFNReg,9,1.0
17_texas,Linear,0,0.6188775347409825
17_texas,Linear,1,0.9943672101929995
17_texas,Linear,2,0.6680698039601488
17_texas,Linear,3,0.6517684075806507
17_texas,Linear,4,0.9253929092038011
17_texas,Linear,5,0.9447818926379558
17_texas,Linear,6,0.9445297635058596
17_texas,Linear,7,0.8433366429905729
