ds,method,split_number,normalized
2_bank_marketing,KNN,7,0.0
2_bank_marketing,KNN,8,0.0
2_bank_marketing,KNN,9,0.0
2_bank_marketing,LightGBM,0,0.8751787088969546
2_bank_marketing,LightGBM,1,0.9162211940164406
2_bank_marketing,LightGBM,2,0.9538323621694313
2_bank_marketing,LightGBM,3,0.8932415808088581
2_bank_marketing,LightGBM,4,0.932397714636299
2_bank_marketing,LightGBM,5,0.912775872680911
2_bank_marketing,LightGBM,6,0.8878801498127344
2_bank_marketing,LightGBM,7,0.8737796116862536
2_bank_marketing,LightGBM,8,0.8793284867036554
2_bank_marketing,LightGBM,9,0.8351314902225218
2_bank_marketing,LogReg,0,0.6124124784632877
2_bank_marketing,LogReg,1,0.5177664974619286
2_bank_marketing,LogReg,2,0.6567202407632711
2_bank_marketing,LogReg,3,0.4843533753652154
2_bank_marketing,LogReg,4,0.6047777905594551
2_bank_marketing,LogReg,5,0.5898472991588267
2_bank_marketing,LogReg,6,0.7535280898876413
2_bank_marketing,LogReg,7,0.5154551818148311
2_bank_marketing,LogReg,8,0.43021809833556657
2_bank_marketing,LogReg,9,0.6269723533378293
2_bank_marketing,MLP,0,0.6723120348986397
2_bank_marketing,MLP,1,0.6581016126858625
2_bank_marketing,MLP,2,0.7169110584619329
2_bank_marketing,MLP,3,0.570621251729971
2_bank_marketing,MLP,4,0.6760995436941604
2_bank_marketing,MLP,5,0.6182772062487182
2_bank_marketing,MLP,6,0.6764644194756553
2_bank_marketing,MLP,7,0.5998968426481952
2_bank_marketing,MLP,8,0.5564855557681269
2_bank_marketing,MLP,9,0.642548887390424
2_bank_marketing,RandomForest,0,0.9160526412258521
2_bank_marketing,RandomForest,1,0.8366650195409002
2_bank_marketing,RandomForest,2,0.7733559582506245
2_bank_marketing,RandomForest,3,0.8745963401507002
2_bank_marketing,RandomForest,4,0.7356877180873505
2_bank_marketing,RandomForest,5,0.8762566312025558
2_bank_marketing,RandomForest,6,0.77608988764045
2_bank_marketing,RandomForest,7,0.7941273993294757
2_bank_marketing,RandomForest,8,0.7860627511000577
2_bank_marketing,RandomForest,9,0.7389076196898174
2_bank_marketing,SVM,0,0.5705487737820304
2_bank_marketing,SVM,1,0.4303041193118011
2_bank_marketing,SVM,2,0.57527053851572
2_bank_marketing,SVM,3,0.5055743502998615
2_bank_marketing,SVM,4,0.3947237240691749
2_bank_marketing,SVM,5,0.5923092704944458
2_bank_marketing,SVM,6,0.6317003745318353
2_bank_marketing,SVM,7,0.556128651954463
2_bank_marketing,SVM,8,0.5727472737708064
2_bank_marketing,SVM,9,0.5578556979096418
2_bank_marketing,TabPFN,0,1.0
2_bank_marketing,TabPFN,1,1.0
2_bank_marketing,TabPFN,2,1.0
2_bank_marketing,TabPFN,3,1.0
2_bank_marketing,TabPFN,4,1.0
2_bank_marketing,TabPFN,5,1.0
2_bank_marketing,TabPFN,6,1.0
2_bank_marketing,TabPFN,7,1.0
2_bank_marketing,TabPFN,8,1.0
2_bank_marketing,TabPFN,9,1.0
2_bank_marketing,XGBoost,0,0.9014993218226477
2_bank_marketing,XGBoost,1,0.7212613988589909
2_bank_marketing,XGBoost,2,0.913683806108728
2_bank_marketing,XGBoost,3,0.8517222820236819
2_bank_marketing,XGBoost,4,0.908317036696193
2_bank_marketing,XGBoost,5,0.8594917787742905
2_bank_marketing,XGBoost,6,0.8440149812734083
2_bank_marketing,XGBoost,7,0.7900011052573398
2_bank_marketing,XGBoost,8,0.780897264205091
2_bank_marketing,XGBoost,9,0.7732973701955504
3_credit_approval,CatBoost,0,0.7821011673151759
3_credit_approval,CatBoost,1,0.955431754874652
3_credit_approval,CatBoost,2,0.9893048128342252
3_credit_approval,CatBoost,3,1.0
3_credit_approval,CatBoost,4,1.0
3_credit_approval,CatBoost,5,0.9408284023668642
3_credit_approval,CatBoost,6,0.9907834101382481
3_credit_approval,CatBoost,7,0.6554621848739496
3_credit_approval,CatBoost,8,0.955223880597015
3_credit_approval,CatBoost,9,1.0
3_credit_approval,KNN,0,0.0
3_credit_approval,KNN,1,0.0
3_credit_approval,KNN,2,0.0
3_credit_approval,KNN,3,0.0
3_credit_approval,KNN,4,0.0
3_credit_approval,KNN,5,0.0
3_credit_approval,KNN,6,0.0
3_credit_approval,KNN,7,0.0
