ds,method,split_number,rmse,r2
13_boston_housing,TabPFNReg,7,56251.22413051294,0.8865425722849237
13_boston_housing,TabPFNReg,8,55909.23897630091,0.8580284294588971
13_boston_housing,TabPFNReg,9,52236.23619559976,0.9003906613539929
14_house_prices,Linear,0,19400.62590284481,0.9617907288971824
14_house_prices,Linear,1,19914.153666564256,0.9582657106057395
14_house_prices,Linear,2,19800.919179442983,0.9613581914653033
14_house_prices,Linear,3,19863.06438645914,0.9571920842239285
14_house_prices,Linear,4,20478.77749912141,0.9581363588010453
14_house_prices,Linear,5,20130.269469460196,0.9559501857697977
14_house_prices,Linear,6,21295.46318112474,0.9536769701014544
14_house_prices,Linear,7,20110.718290722147,0.9573510881034287
14_house_prices,Linear,8,20253.528529525007,0.9571770674457898
14_house_prices,Linear,9,19433.263795067,0.9618109932471928
14_house_prices,Ridge,0,19401.11753881236,0.9617887923318282
14_house_prices,Ridge,1,19913.762511640234,0.9582673500841473
14_house_prices,Ridge,2,19801.30535890481,0.9613566841798882
14_house_prices,Ridge,3,19863.091129953238,0.9571919689512806
14_house_prices,Ridge,4,20478.652811190783,0.9581368685848837
14_house_prices,Ridge,5,20130.241419207377,0.9559503085309528
14_house_prices,Ridge,6,21295.2694468026,0.9536778129401284
14_house_prices,Ridge,7,20111.282580342373,0.9573486946855916
14_house_prices,Ridge,8,20253.263928436565,0.9571781863540858
14_house_prices,Ridge,9,19432.844715967356,0.9618126403243044
14_house_prices,Lasso,0,19400.69206009739,0.9617904683051044
14_house_prices,Lasso,1,19914.074130734218,0.9582660439731299
14_house_prices,Lasso,2,19801.00559735102,0.9613578541727249
14_house_prices,Lasso,3,19863.068731715543,0.9571920654945536
14_house_prices,Lasso,4,20478.756507717422,0.9581364446241522
14_house_prices,Lasso,5,20130.23883754637,0.9559503198295121
14_house_prices,Lasso,6,21295.43270772688,0.9536771026760876
14_house_prices,Lasso,7,20110.820202759962,0.957350655851485
14_house_prices,Lasso,8,20253.50793323458,0.957177154541044
14_house_prices,Lasso,9,19433.19462865027,0.9618112650895434
14_house_prices,ElasticNet,0,38657.272919192306,0.8482950690584993
14_house_prices,ElasticNet,1,37321.71929291548,0.8534139644625229
14_house_prices,ElasticNet,2,39156.111154879145,0.8488925602006546
